"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"77","RAIL","D.P.L. TPS",690,25,7.8,181,23,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,27,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,38,5,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,51,8,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,285,30,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,19,15,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,53,23,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,59,16,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,142,4,"*","Coal Transportation",
"TOTAL OF E.R.",21515,18,298.5,2796,9,8,4,,,
"ALL INDIA TOTAL",82442,22,1230,15085,12,30,11,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",30,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",11,"TPSs",,,,,,,,
"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 24-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"NORTHERN",,,,,,,,,,
"DELHI",,,,,,,,,,
"1","RAIL","RAJGHAT TPS",135,20,2.5,2,1,"*","**","Less Receipt"
"2","RAIL","BADARPUR TPS",705,30,12.7,185,15,,,
"HARYANA",,,,,,,,,,
"3","RAIL","PANIPAT TPS",1360,25,21.7,154,7,,,
"4","RAIL","YAMUNA NAGAR TPS",600,25,8.1,121,15,,,
"5","RAIL","RAJIV GANDHI TPS",1200,25,15.6,177,11,,,
"6","RAIL","INDIRA GANDHI STPP",500,25,6.9,178,26,,,
"PUNJAB",,,,,,,,,,
"7","RAIL","GH TPS (LEH.MOH.)",920,30,13,257,20,,,
"8","RAIL","ROPAR TPS",1260,25,20.2,492,24,,,
"9","RAIL","GND TPS(BHATINDA)",440,30,5.2,144,28,,,
"RAJASTHAN",,,,,,,,,,
"10","RAIL","KOTA TPS",1240,30,18.6,77,4,"*","Less import",
"11","RAIL","SURATGARH TPS",1500,30,20.8,207,10,,,
"12","RAIL","CHHABRA TPP",500,30,6.4,206,32,,,
"UTTAR PRADESH",,,,,,,,,,
"13","PITHEAD","ANPARA TPS",1630,15,25.4,345,14,,,
"14","RAIL","HARDUAGANJ TPS",220,25,2.8,95,34,,,
"15","RAIL","OBRA TPS",1372,20,13.9,263,19,,,
"16","RAIL","PANKI TPS",210,30,3.5,101,29,,,
"17","RAIL","PARICHHA TPS",640,30,9.2,280,30,,,
"18","RAIL","DADRI (NCTPP)",1820,30,26.6,125,5,"*","Less Receipt",
"19","PITHEAD","RIHAND STPS",2000,15,32.1,669,21,,,
"20","PITHEAD","SINGRAULI STPS",2000,15,32.6,739,23,,,
"21","RAIL","TANDA TPS",440,25,7.8,278,36,,,
"22","RAIL","UNCHAHAR TPS",1050,25,17.6,535,30,,,
"23","RAIL","ROSA TPP Ph-I",600,25,8.7,42,5,"*","No import",
"TOTAL OF N.R.",22342,24,331.9,5668,17,4,1,,,
"WESTERN",,,,,,,,,,
"CHHATTISGARH",,,,,,,,,,
"24","RAIL","DSPM TPS",500,15,8.7,111,13,,,
"25","PITHEAD","KORBA-II",440,15,8.7,136,16,,,
"26","PITHEAD","KORBA-WEST TPS",840,15,14.4,457,32,,,
"27","PITHEAD","KORBA STPS",2600,15,37.6,499,13,,,
"28","PITHEAD","SIPAT STPS",1000,20,17.3,649,37,,,
"29","RAIL","PATHADI TPP",600,15,8.7,205,24,,,
"30","RAIL","BHILAI TPS",500,25,7.8,70,9,,,
"GUJARAT",,,,,,,,,,
"31","RAIL","GANDHI NAGAR TPS",870,30,14.2,59,4,"*","Less Receipt",
"32","RAIL","UKAI TPS",850,30,12.1,19,2,"*","**","Higher Generation"
"33","RAIL","SIKKA REP. TPS",240,30,3.8,21,6,"*","Less Receipt",
"34","RAIL","WANAKBORI TPS",1470,30,22.5,108,5,"*","Less Receipt",
"35","RAIL","SABARMATI (C",400,30,6.4,72,11,,,
"STATION)",,,,,,,,,,
"MADHYA PRADESH",,,,,,,,,,
"36","PITHEAD","AMARKANTAK EXT TPS",450,15,5.2,168,32,,,
"37","RAIL","SANJAY GANDHI TPS",1340,20,18.5,9,0,"*","**","Less import"
"38","RAIL","SATPURA TPS",1142.5,20,17.9,90,5,"*","Less Receipt",
"39","PITHEAD","VINDHYACHAL STPS",3260,15,54,637,12,,,
"MAHARASHTRA",,,,,,,,,,
"40","RAIL","BHUSAWAL TPS",470,20,7.5,266,35,,,
"41","RAIL","CHANDRAPUR(MAHAR",2340,20,39,441,11,,,
"ASHTRA) STPS",,,,,,,,,,
"42","RAIL","KHAPARKHEDA TPS- II",840,25,15.6,13,1,"*","**","Less Receipt"
"Page 2 of2",,,,,,,,,,
,,,,,,,,,,
" REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"43","RAIL","KORADI TPS",1040,25,13.9,261,19,,,
"44","RAIL","NASIK TPS",880,25,13.6,219,16,,,
"45","RAIL","PARLI TPS",1170,25,16.7,57,3,"*","**","Less Receipt"
"46","RAIL","PARAS TPS",555,25,7.5,111,15,,,
"47","RAIL","DAHANU TPS",500,25,9.2,22,2,"*","**","Less Receipt - SECL"
"48","RAIL","WARDHA WARORA",405,20,6.6,45,7,,,
"TOTAL OF W.R.",24702.5,21,387.4,4746,12,9,5,,,
"SOUTHERN",,,,,,,,,,
"ANDHRA PRADESH",,,,,,,,,,
"49","RAIL","Dr. N.TATA RAO TPS",1760,20,26,134,5,"*","Less Receipt",
"50","RAIL","KOTHAGUDEM TPS",1220,20,18.9,312,17,,,
"51","ROAD","RAMAGUNDEM - B TPS",62.5,20,1,10,10,,,
"52","RAIL","RAYALASEEMA TPS",1050,25,16.5,94,6,"*","Less Receipt",
"53","PITHEAD","RAMAGUNDEM STPS",2600,15,38.1,534,14,,,
"54","RAIL","SIMHADRI",1500,25,23.1,150,6,"*","Less Receipt",
"55","PITHEAD","KAKATIYA TPS",500,15,5.8,111,19,,,
"KARNATAKA",,,,,,,,,,
"56","RAIL","RAICHUR TPS",1720,30,25.1,407,16,,,
"57","RAIL","BELLARY TPS",500,20,8.7,50,6,"*","Less Receipt",
"TAMIL NADU",,,,,,,,,,
"58","INTER MODAL","ENNORE TPS",450,30,6.9,11,2,"*","**","Less Receipt"
"59","INTER MODAL","METTUR TPS",840,30,13.6,73,5,"*","Less Receipt",
"60","INTER MODAL","NORTH CHENNAI TPS",630,30,10.4,63,6,"*","Less Receipt",
"61","INTER MODAL","TUTICORIN TPS",1050,30,18.5,45,2,"*","**","Less Receipt"
"TOTAL OF S.R.",13882.5,23,212.6,1994,9,8,2,,,
"EASTERN",,,,,,,,,,
"BIHAR",,,,,,,,,,
"62","RAIL","BARAUNI TPS",310,20,1.2,13,11,,,
"63","RAIL","MUZAFFARPUR TPS",220,20,1.7,13,8,,,
"64","PITHEAD","KAHALGAON TPS",2340,15,40.4,19,0,"*","**","Coal Transportation"
"JHARKHAND",,,,,,,,,,
"65","RAIL","PATRATU TPS",770,20,2.9,84,29,,,
"66","ROAD","TENUGHAT TPS",420,20,4.6,54,12,,,
"67","RAIL","BOKARO `B` TPS",630,20,9,351,39,,,
"68","RAIL","CHANDRAPURA(DVC)",890,20,8.1,2,0,"*","**","Less Receipt"
"TPS",,,,,,,,,,
"ORISSA",,,,,,,,,,
"69","PITHEAD","IB VALLEY TPS",420,15,7.8,176,23,,,
"70","PITHEAD","TALCHER (OLD) TPS",470,15,8.7,250,29,,,
"71","PITHEAD","TALCHER STPS",3000,15,52,406,8,,,
"72","RAIL","STERLITE TPP",1200,20,17.3,99,6,"*","Less Receipt",
"WEST BENGAL",,,,,,,,,,
"73","RAIL","DURGAPUR TPS",340,20,4.8,317,66,,,
"74","RAIL","MEJIA TPS",2340,20,28.9,0,0,"*","**","Higher Trun around"
"time",,,,,,,,,,
"75","RAIL","BAKRESWAR TPS",1050,25,17.3,142,8,,,
"76","RAIL","BANDEL TPS",450,20,4.9,30,6,"*","Less Receipt",
"77","RAIL","D.P.L. TPS",690,25,7.8,184,24,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,15,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,39,5,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,48,8,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,290,30,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,20,15,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,48,21,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,54,14,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,186,6,"*","Coal Transportation",
"TOTAL OF E.R.",21515,18,298.5,2839,10,8,4,,,
"ALL INDIA TOTAL",82442,22,1230,15246,12,29,12,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",29,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",12,"TPSs",,,,,,,,
"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 25-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"NORTHERN",,,,,,,,,,
"DELHI",,,,,,,,,,
"1","RAIL","RAJGHAT TPS",135,20,2.5,11,4,"*","Less Receipt",
"2","RAIL","BADARPUR TPS",705,30,12.7,194,15,,,
"HARYANA",,,,,,,,,,
"3","RAIL","PANIPAT TPS",1360,25,21.7,158,7,,,
"4","RAIL","YAMUNA NAGAR TPS",600,25,8.1,132,16,,,
"5","RAIL","RAJIV GANDHI TPS",1200,25,15.6,179,12,,,
"6","RAIL","INDIRA GANDHI STPP",500,25,6.9,189,27,,,
"PUNJAB",,,,,,,,,,
"7","RAIL","GH TPS (LEH.MOH.)",920,30,13,259,20,,,
"8","RAIL","ROPAR TPS",1260,25,20.2,492,24,,,
"9","RAIL","GND TPS(BHATINDA)",440,30,5.2,148,28,,,
"RAJASTHAN",,,,,,,,,,
"10","RAIL","KOTA TPS",1240,30,18.6,82,4,"*","Less import",
"11","RAIL","SURATGARH TPS",1500,30,20.8,206,10,,,
"12","RAIL","CHHABRA TPP",500,30,6.4,206,32,,,
"UTTAR PRADESH",,,,,,,,,,
"13","PITHEAD","ANPARA TPS",1630,15,25.4,343,13,,,
"14","RAIL","HARDUAGANJ TPS",220,25,2.8,95,34,,,
"15","RAIL","OBRA TPS",1372,20,13.9,257,19,,,
"16","RAIL","PANKI TPS",210,30,3.5,102,29,,,
"17","RAIL","PARICHHA TPS",640,30,9.2,285,31,,,
"18","RAIL","DADRI (NCTPP)",1820,30,26.6,126,5,"*","Less Receipt",
"19","PITHEAD","RIHAND STPS",2000,15,32.1,671,21,,,
"20","PITHEAD","SINGRAULI STPS",2000,15,32.6,743,23,,,
"21","RAIL","TANDA TPS",440,25,7.8,304,39,,,
"22","RAIL","UNCHAHAR TPS",1050,25,17.6,539,31,,,
"23","RAIL","ROSA TPP Ph-I",600,25,8.7,42,5,"*","No import",
"TOTAL OF N.R.",22342,24,331.9,5764,17,4,0,,,
"WESTERN",,,,,,,,,,
"CHHATTISGARH",,,,,,,,,,
"24","RAIL","DSPM TPS",500,15,8.7,108,12,,,
"25","PITHEAD","KORBA-II",440,15,8.7,139,16,,,
"26","PITHEAD","KORBA-WEST TPS",840,15,14.4,455,32,,,
"27","PITHEAD","KORBA STPS",2600,15,37.6,497,13,,,
"28","PITHEAD","SIPAT STPS",1000,20,17.3,647,37,,,
"29","RAIL","PATHADI TPP",600,15,8.7,204,23,,,
"30","RAIL","BHILAI TPS",500,25,7.8,67,9,,,
"GUJARAT",,,,,,,,,,
"31","RAIL","GANDHI NAGAR TPS",870,30,14.2,53,4,"*","Less Receipt",
"32","RAIL","UKAI TPS",850,30,12.1,19,2,"*","**","Higher Generation"
"33","RAIL","SIKKA REP. TPS",240,30,3.8,17,5,"*","Less Receipt",
"34","RAIL","WANAKBORI TPS",1470,30,22.5,98,4,"*","Less Receipt",
"35","RAIL","SABARMATI (C",400,30,6.4,72,11,,,
"STATION)",,,,,,,,,,
"MADHYA PRADESH",,,,,,,,,,
"36","PITHEAD","AMARKANTAK EXT TPS",450,15,5.2,166,32,,,
"37","RAIL","SANJAY GANDHI TPS",1340,20,18.5,12,1,"*","**","Less import"
"38","RAIL","SATPURA TPS",1142.5,20,17.9,91,5,"*","Less Receipt",
"39","PITHEAD","VINDHYACHAL STPS",3260,15,54,636,12,,,
"MAHARASHTRA",,,,,,,,,,
"40","RAIL","BHUSAWAL TPS",470,20,7.5,262,35,,,
"41","RAIL","CHANDRAPUR(MAHAR",2340,20,39,440,11,,,
"ASHTRA) STPS",,,,,,,,,,
"42","RAIL","KHAPARKHEDA TPS- II",840,25,15.6,14,1,"*","**","Less Receipt"
"Page 2 of2",,,,,,,,,,
,,,,,,,,,,
" REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"43","RAIL","KORADI TPS",1040,25,13.9,264,19,,,
"44","RAIL","NASIK TPS",880,25,13.6,215,16,,,
"45","RAIL","PARLI TPS",1170,25,16.7,61,4,"*","Less Receipt",
"46","RAIL","PARAS TPS",555,25,7.5,105,14,,,
"47","RAIL","DAHANU TPS",500,25,9.2,18,2,"*","**","Less Receipt - SECL"
"48","RAIL","WARDHA WARORA",405,20,6.6,51,8,,,
"TOTAL OF W.R.",24702.5,21,387.4,4713,12,9,4,,,
"SOUTHERN",,,,,,,,,,
"ANDHRA PRADESH",,,,,,,,,,
"49","RAIL","Dr. N.TATA RAO TPS",1760,20,26,137,5,"*","Less Receipt",
"50","RAIL","KOTHAGUDEM TPS",1220,20,18.9,310,16,,,
"51","ROAD","RAMAGUNDEM - B TPS",62.5,20,1,10,10,,,
"52","RAIL","RAYALASEEMA TPS",1050,25,16.5,95,6,"*","Less Receipt",
"53","PITHEAD","RAMAGUNDEM STPS",2600,15,38.1,536,14,,,
"54","RAIL","SIMHADRI",1500,25,23.1,155,7,,,
"55","PITHEAD","KAKATIYA TPS",500,15,5.8,110,19,,,
"KARNATAKA",,,,,,,,,,
"56","RAIL","RAICHUR TPS",1720,30,25.1,408,16,,,
"57","RAIL","BELLARY TPS",500,20,8.7,53,6,"*","Less Receipt",
"TAMIL NADU",,,,,,,,,,
"58","INTER MODAL","ENNORE TPS",450,30,6.9,11,2,"*","**","Less Receipt"
"59","INTER MODAL","METTUR TPS",840,30,13.6,71,5,"*","Less Receipt",
"60","INTER MODAL","NORTH CHENNAI TPS",630,30,10.4,68,7,,,
"61","INTER MODAL","TUTICORIN TPS",1050,30,18.5,44,2,"*","**","Less Receipt"
"TOTAL OF S.R.",13882.5,23,212.6,2011,9,6,2,,,
"EASTERN",,,,,,,,,,
"BIHAR",,,,,,,,,,
"62","RAIL","BARAUNI TPS",310,20,1.2,14,12,,,
"63","RAIL","MUZAFFARPUR TPS",220,20,1.7,15,9,,,
"64","PITHEAD","KAHALGAON TPS",2340,15,40.4,14,0,"*","**","Coal Transportation"
"JHARKHAND",,,,,,,,,,
"65","RAIL","PATRATU TPS",770,20,2.9,87,30,,,
"66","ROAD","TENUGHAT TPS",420,20,4.6,54,12,,,
"67","RAIL","BOKARO `B` TPS",630,20,9,351,39,,,
"68","RAIL","CHANDRAPURA(DVC)",890,20,8.1,2,0,"*","**","Less Receipt"
"TPS",,,,,,,,,,
"ORISSA",,,,,,,,,,
"69","PITHEAD","IB VALLEY TPS",420,15,7.8,180,23,,,
"70","PITHEAD","TALCHER (OLD) TPS",470,15,8.7,248,29,,,
"71","PITHEAD","TALCHER STPS",3000,15,52,415,8,,,
"72","RAIL","STERLITE TPP",1200,20,17.3,80,5,"*","Less Receipt",
"WEST BENGAL",,,,,,,,,,
"73","RAIL","DURGAPUR TPS",340,20,4.8,314,66,,,
"74","RAIL","MEJIA TPS",2340,20,28.9,0,0,"*","**","Higher Trun around"
"time",,,,,,,,,,
"75","RAIL","BAKRESWAR TPS",1050,25,17.3,140,8,,,
"76","RAIL","BANDEL TPS",450,20,4.9,32,6,"*","Less Receipt",
"77","RAIL","D.P.L. TPS",690,25,7.8,183,23,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,15,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,38,5,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,48,8,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,292,31,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,23,17,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,50,22,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,54,14,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,190,6,"*","Coal Transportation",
"TOTAL OF E.R.",21515,18,298.5,2838,10,8,4,,,
"ALL INDIA TOTAL",82442,22,1230,15325,12,27,10,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",27,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",10,"TPSs",,,,,,,,
"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 26-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"NORTHERN",,,,,,,,,,
"DELHI",,,,,,,,,,
"1","RAIL","RAJGHAT TPS",135,20,2.5,12,5,"*","Less Receipt",
"2","RAIL","BADARPUR TPS",705,30,12.7,200,16,,,
"HARYANA",,,,,,,,,,
"3","RAIL","PANIPAT TPS",1360,25,21.7,155,7,,,
"4","RAIL","YAMUNA NAGAR TPS",600,25,8.1,143,18,,,
"5","RAIL","RAJIV GANDHI TPS",1200,25,15.6,168,11,,,
"6","RAIL","INDIRA GANDHI STPP",500,25,6.9,189,27,,,
"PUNJAB",,,,,,,,,,
"7","RAIL","GH TPS (LEH.MOH.)",920,30,13,259,20,,,
"8","RAIL","ROPAR TPS",1260,25,20.2,481,24,,,
"9","RAIL","GND TPS(BHATINDA)",440,30,5.2,149,29,,,
"RAJASTHAN",,,,,,,,,,
"10","RAIL","KOTA TPS",1240,30,18.6,76,4,"*","Less import",
"11","RAIL","SURATGARH TPS",1500,30,20.8,215,10,,,
"12","RAIL","CHHABRA TPP",500,30,6.4,202,32,,,
"UTTAR PRADESH",,,,,,,,,,
"13","PITHEAD","ANPARA TPS",1630,15,25.4,347,14,,,
"14","RAIL","HARDUAGANJ TPS",220,25,2.8,95,34,,,
"15","RAIL","OBRA TPS",1372,20,13.9,263,19,,,
"16","RAIL","PANKI TPS",210,30,3.5,100,29,,,
"17","RAIL","PARICHHA TPS",640,30,9.2,284,31,,,
"18","RAIL","DADRI (NCTPP)",1820,30,26.6,125,5,"*","Less Receipt",
"19","PITHEAD","RIHAND STPS",2000,15,32.1,677,21,,,
"20","PITHEAD","SINGRAULI STPS",2000,15,32.6,748,23,,,
"21","RAIL","TANDA TPS",440,25,7.8,303,39,,,
"22","RAIL","UNCHAHAR TPS",1050,25,17.6,543,31,,,
"23","RAIL","ROSA TPP Ph-I",600,25,8.7,42,5,"*","Data not received",
"TOTAL OF N.R.",22342,24,331.9,5776,17,4,0,,,
"WESTERN",,,,,,,,,,
"CHHATTISGARH",,,,,,,,,,
"24","RAIL","DSPM TPS",500,15,8.7,105,12,,,
"25","PITHEAD","KORBA-II",440,15,8.7,143,16,,,
"26","PITHEAD","KORBA-WEST TPS",840,15,14.4,456,32,,,
"27","PITHEAD","KORBA STPS",2600,15,37.6,493,13,,,
"28","PITHEAD","SIPAT STPS",1000,20,17.3,646,37,,,
"29","RAIL","PATHADI TPP",600,15,8.7,195,23,,,
"30","RAIL","BHILAI TPS",500,25,7.8,65,8,,,
"GUJARAT",,,,,,,,,,
"31","RAIL","GANDHI NAGAR TPS",870,30,14.2,53,4,"*","Less Receipt",
"32","RAIL","UKAI TPS",850,30,12.1,15,1,"*","**","Higher Generation"
"33","RAIL","SIKKA REP. TPS",240,30,3.8,18,5,"*","Less Receipt",
"34","RAIL","WANAKBORI TPS",1470,30,22.5,93,4,"*","Less Receipt",
"35","RAIL","SABARMATI (C",400,30,6.4,60,9,,,
"STATION)",,,,,,,,,,
"MADHYA PRADESH",,,,,,,,,,
"36","PITHEAD","AMARKANTAK EXT TPS",450,15,5.2,165,32,,,
"37","RAIL","SANJAY GANDHI TPS",1340,20,18.5,13,1,"*","**","Less import"
"38","RAIL","SATPURA TPS",1142.5,20,17.9,91,5,"*","Less Receipt",
"39","PITHEAD","VINDHYACHAL STPS",3260,15,54,645,12,,,
"MAHARASHTRA",,,,,,,,,,
"40","RAIL","BHUSAWAL TPS",470,20,7.5,263,35,,,
"41","RAIL","CHANDRAPUR(MAHAR",2340,20,39,441,11,,,
"ASHTRA) STPS",,,,,,,,,,
"42","RAIL","KHAPARKHEDA TPS- II",840,25,15.6,10,1,"*","**","Less Receipt"
"Page 2 of2",,,,,,,,,,
,,,,,,,,,,
" REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"43","RAIL","KORADI TPS",1040,25,13.9,270,19,,,
"44","RAIL","NASIK TPS",880,25,13.6,216,16,,,
"45","RAIL","PARLI TPS",1170,25,16.7,68,4,"*","Less Receipt",
"46","RAIL","PARAS TPS",555,25,7.5,108,14,,,
"47","RAIL","DAHANU TPS",500,25,9.2,24,3,"*","**","Less Receipt - SECL"
"48","RAIL","WARDHA WARORA",405,20,6.6,53,8,,,
"TOTAL OF W.R.",24702.5,21,387.4,4706,12,9,4,,,
"SOUTHERN",,,,,,,,,,
"ANDHRA PRADESH",,,,,,,,,,
"49","RAIL","Dr. N.TATA RAO TPS",1760,20,26,127,5,"*","Less Receipt",
"50","RAIL","KOTHAGUDEM TPS",1220,20,18.9,301,16,,,
"51","ROAD","RAMAGUNDEM - B TPS",62.5,20,1,10,10,,,
"52","RAIL","RAYALASEEMA TPS",1050,25,16.5,97,6,"*","Less Receipt",
"53","PITHEAD","RAMAGUNDEM STPS",2600,15,38.1,535,14,,,
"54","RAIL","SIMHADRI",1500,25,23.1,164,7,,,
"55","PITHEAD","KAKATIYA TPS",500,15,5.8,109,19,,,
"KARNATAKA",,,,,,,,,,
"56","RAIL","RAICHUR TPS",1720,30,25.1,404,16,,,
"57","RAIL","BELLARY TPS",500,20,8.7,52,6,"*","Less Receipt",
"TAMIL NADU",,,,,,,,,,
"58","INTER MODAL","ENNORE TPS",450,30,6.9,14,2,"*","**","Less Receipt"
"59","INTER MODAL","METTUR TPS",840,30,13.6,73,5,"*","Less Receipt",
"60","INTER MODAL","NORTH CHENNAI TPS",630,30,10.4,59,6,"*","Less Receipt",
"61","INTER MODAL","TUTICORIN TPS",1050,30,18.5,49,3,"*","**","Less Receipt"
"TOTAL OF S.R.",13882.5,23,212.6,1993,9,7,2,,,
"EASTERN",,,,,,,,,,
"BIHAR",,,,,,,,,,
"62","RAIL","BARAUNI TPS",310,20,1.2,17,15,,,
"63","RAIL","MUZAFFARPUR TPS",220,20,1.7,13,8,,,
"64","PITHEAD","KAHALGAON TPS",2340,15,40.4,6,0,"*","**","Coal Transportation"
"JHARKHAND",,,,,,,,,,
"65","RAIL","PATRATU TPS",770,20,2.9,86,30,,,
"66","ROAD","TENUGHAT TPS",420,20,4.6,54,12,,,
"67","RAIL","BOKARO `B` TPS",630,20,9,351,39,,,
"68","RAIL","CHANDRAPURA(DVC)",890,20,8.1,2,0,"*","**","Less Receipt"
"TPS",,,,,,,,,,
"ORISSA",,,,,,,,,,
"69","PITHEAD","IB VALLEY TPS",420,15,7.8,180,23,,,
"70","PITHEAD","TALCHER (OLD) TPS",470,15,8.7,250,29,,,
"71","PITHEAD","TALCHER STPS",3000,15,52,417,8,,,
"72","RAIL","STERLITE TPP",1200,20,17.3,71,4,"*","Less Receipt",
"WEST BENGAL",,,,,,,,,,
"73","RAIL","DURGAPUR TPS",340,20,4.8,314,66,,,
"74","RAIL","MEJIA TPS",2340,20,28.9,0,0,"*","**","Higher Trun around"
"time",,,,,,,,,,
